aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
1.0204770991679901,8.992921851113117,0.03609761450416005,0.7226876908702444,0.029187225851512386,5.959759255745443,0.5485357824375993,0.40414971376208314,0.8805013840113151,0.35366164124128285,0.35366164124128285,0.12460932251630359,11.295594179289425,1.436338358758717,0.0041707156487519855,11.158279675489108,5.249763645086567,0.05390238549583995,0.2790238549583995,0.0578047709916799,1.0
0.3482101627536449,28.22986478907506,0.024214360677206455,0.7231425572911742,0.004314255729117418,6.162715934898542,0.3347866888036839,0.06057232812647746,0.7968574427088259,0.20228931250590987,0.0033714885417651646,0.057336111589194216,11.82641044149379,1.4202914114676908,0.0005785639322793544,28.346774095033,2.0287201328221034,0.06157127864558709,0.2562122617154257,0.037356917968380636,1.0
0.3291294964318916,28.400167669405732,0.01,2.3130750147030437,0.0038226836324328174,4.432044650378787,0.7567012724324613,1.7016932332975978,0.46294731048634985,0.5554233083243993,0.5384009370379499,0.1668290688432675,4.869760208865777,1.2545766916756005,0.0043546327351343655,32.458434470919094,4.804289126702758,0.023546327351343654,0.13369010983776464,0.02,1.0
2.7610819856079165,2.8780312233270955,0.0743279424316661,2.8148215392035274,0.05719353091799931,7.344559409674776,0.4300975972714643,1.297607366748327,1.3967540431762504,0.5153123307681183,0.5153123307681183,0.10570831076908244,3.5677690937983444,1.6146235394533286,0.006324595682374957,12.498131625805831,2.196851640447715,0.06229503598020869,0.26836028784166954,0.005540992803958262,1.0
3.3705990715895005,2.184229182654896,0.015234954591938656,3.6648969525466377,0.004174498486397955,1.7469826841888714,0.2620142886070389,0.8240285772140779,0.7543610897934723,0.5648309989773497,0.5618645247085844,0.12434240161586708,17.53590272448368,1.8678510595214313,0.002,15.589060154265761,5.2532206659849,0.013489969727959104,0.3346303935365317,0.04302006054408179,1.0
0.5244440266973911,9.848759140897595,0.05,2.3280934768238555,0.006757406711162319,5.696869959585768,0.1092314362255507,0.8746113826466957,1.0704165100115217,0.31686128865360874,0.31686128865360874,0.14060369395627245,2.1115284566167394,1.3213611006674348,0.009621296644418841,42.35011157063287,4.411777610678957,0.0037870335558115933,0.10195363756042027,0.03272220133486956,1.0
0.23215724325148726,22.74,0.47941518926338544,0.39078621625743637,0.039411308098215275,1.5513749081592212,0.54,1.0311851461339097,1.33,0.55,0.55,0.116,12.831378789324392,1.7305886919017848,0.009,11.362157243251486,0.46,0.03,0.0,0.03,1.0
2.800483787281765,14.454213015989618,0.023557869840103822,2.7157131305271927,0.03085309275505286,6.934659876529787,0.32827313648228407,0.849240711045814,0.8580833142437376,0.6153888761624917,0.6153888761624917,0.14125046158426993,3.25476401933446,1.100863431758858,0.005932639047968854,15.977809548453875,1.7339190509463995,0.05,0.04644213015989618,0.060673609520311464,1.0
0.9362035268521751,21.564840285827206,0.020478268469985992,3.3075650197803643,0.01667890730512067,6.723913423499299,0.4360726132430578,0.1601885147364659,1.167649056287743,0.35353639402636783,0.2741480191376442,0.1178565194590042,7.038102637474477,1.4896666083967742,0.0023014487686676007,11.195217315300141,1.8878984113835902,0.029521731530014007,0.14636236697657795,0.02095653693997198,1.0
1.6927332388460503,0.6926635702862302,0.037336429713769784,3.0837126399367984,0.008600464457065467,1.8736237897769716,0.7960743131304748,0.4251413577462735,0.6339489097227986,0.0,0.0,0.03143941851882592,12.367707995366143,1.5567285942753957,0.0017990710858690655,25.229767771467266,5.968339053657791,0.07467285942753957,0.18801393371196404,0.06266357028623021,1.0
2.2328239163361174,15.413404392664614,0.03,2.909586860678881,0.006681919172387514,2.0429468174929886,0.4948437719552493,0.7330356891940008,0.08575892229850018,0.7721427567760029,0.7510433952110414,0.18140959586193756,10.90620468593952,1.8877565599923791,0.0017421885977624675,31.11806901608188,3.7240515227688693,0.031060269425374952,0.42106026942537494,0.05318080827612486,1.0
3.4054589488100167,4.823220406356368,0.010802074282205637,1.5536992290801825,0.009050025139913896,3.897310273422587,0.4883958514355887,0.5174779538155554,1.18406905408557,0.2851875543067662,0.0061604148564411276,0.10709576454476284,16.789521177276185,1.2859896285889718,0.0011604148564411275,18.306899516116818,5.664229908859138,0.06518755430676618,0.17919792571779436,0.05240622284661692,1.0
4.444290461127004,17.32,0.02,0.92,0.007,4.43,0.29,1.64,1.43,0.015175870920504977,0.0008536427392784049,0.075,13.81,1.03,0.002,11.36,3.34,0.0,0.07,0.02,1.0
1.7823211925402167,12.83722902543779,0.3727993812367536,1.0608938827090793,0.029485670088339546,4.62864497259911,0.35793699901844955,0.8002809168983006,0.8401518211189676,0.27206300098155045,0.27206300098155045,0.014220345943070072,5.892045956976825,1.562355280549668,0.0036469919842951927,1.672793699901845,3.631197524947014,0.06367621994110698,0.17308597946996276,0.042793699901844964,1.0
0.22347900163245932,0.22563185799795488,0.017405095212183187,0.33765481229639915,0.004037961915126726,6.2471452910780805,0.8722152856365496,1.2870305195858593,1.1501299020670515,0.19993757072894602,0.0014810190424366372,0.11779095729055583,15.799308234493463,1.4005044776933753,0.006259490478781681,16.9623451877036,3.1407491512526478,0.07,0.10379619151267255,0.010379619151267255,1.0
0.3205541476101611,15.76506250785124,0.047569268451270144,2.633010222175991,0.0027292194646189585,1.8746097323094792,0.24882877208268267,1.1375063357542752,0.7749243957944548,0.0,0.0,0.13098741346060097,0.43418145009330844,1.411939516635564,0.01,26.54333713232376,7.664584389292379,0.08,0.22159951013348822,0.022707805353810413,1.0
3.6641491846304013,6.055657048966195,0.02393283798029996,2.2551340346792053,0.0076067162019700044,5.773716491330199,0.3175298658620997,1.1734032614783951,0.7337390715768952,0.0,0.0,0.17450597317241995,5.745088874185813,1.5001194634483987,0.0025731351921199847,42.28174679123259,4.896971146898583,0.06,0.4703358100985002,0.04359702788179977,1.0
0.8382886859820405,9.539406310896323,0.001,2.5100289604440817,0.008,4.7116316727967344,0.2133647071477553,1.2599782796669388,0.8532199049273463,0.024996379944489774,0.004999275988897955,0.03668380159608173,13.476454290076733,1.1816678733518367,0.002,36.123089582928976,0.41160995246367316,0.08666425329632652,0.06666425329632653,0.07665701318530606,1.0
1.9812141982569975,8.444771975207921,0.033922616618249926,1.493573462095585,0.013703431178576857,1.2299843148553387,0.8115099052489162,0.566244118070752,1.441638877551833,0.5313809329459994,0.4637193979625153,0.15602579446058334,2.370902806120417,1.7798710276970833,0.0015948411078833286,15.977809548453875,0.709521873174418,0.002025794460583357,0.3482321501452502,0.033922616618249926,1.0
0.13160334000544838,22.89780374033235,0.4127432199073777,0.9588601200980708,0.05440222667029891,0.7504356267247826,0.593614473356943,1.0808990868283017,1.174077933460462,0.2299443332425271,0.17089520389430157,0.042,12.89672794589663,2.3727988866648504,0.0023994433324252716,46.56140008764556,2.3282018263433963,0.06440222667029892,0.035597773329701085,0.02,1.0
2.9497699749547195,0.5563070541286849,0.03172271543098072,3.2356281963835034,0.002602950400843254,6.22561070641943,0.29947493487039395,0.2101475200421627,0.9117227154309807,0.7438229759494048,0.7130725055063989,0.16779822444846937,6.697220881736395,1.8256932114225481,0.0045693211422548185,51.1823302855637,3.876324544092758,0.06483185370705782,0.06617702405059525,0.06258407314647109,1.0
3.3838855157149115,10.94334187331479,0.05,1.3792186384428482,0.044026716572018586,6.3840475438314055,0.7118761333118685,1.3222758805853925,1.1353331227279366,0.40276196493487526,0.23868777128523438,0.10047713473379184,10.036543010583932,1.148552392986975,0.0032171410519537427,15.977809548453875,5.067781677465247,0.05753331227279366,0.3147713473379184,0.07463809824674376,1.0
0.06652045200956394,3.960995703062735,0.09304090401912786,0.6777771763634293,0.06521932198565411,0.09261706193783448,0.034780678014345895,0.09,0.9082158203347376,0.0,0.0020438643971308216,0.1305598758396903,5.017382938062165,0.6660818080382558,0.002347954799043607,10.902543052487761,0.5552045200956393,0.04652045200956393,0.06608180803825571,0.03,1.0
0.8409577641118683,17.392702355947286,0.03,2.4437293411416747,0.0030248622742778315,1.7866252295428704,0.7450091817148112,0.6241206386854647,1.0175321360018394,0.2834807183988964,0.2834807183988964,0.09488444707982527,11.664760558972032,1.3704788820559342,0.0023250459085740562,30.59735273434158,2.4803362072549224,0.0631261477143514,0.33387201594268634,0.05662522954287028,1.0
4.341542672888763,29.505103492043027,0.020542432766170564,2.5182619031277422,0.0050180810922056856,4.958025692918812,0.6176494580132609,0.10271216383085283,0.7143948614162375,0.3959667604278762,0.02087373765044803,0.013657920554235758,14.988874348242224,1.2081918907794313,0.006963837815588629,8.509011319979967,6.241000240122593,0.09873432354560202,0.29361621844113706,0.05963837815588629,1.0
3.8752709908122243,20.68406927236626,0.028006597368215168,2.1463595565677265,0.02062356030978016,6.836475010511492,0.676079168418582,0.2421088565755502,1.0406621111171603,0.30825399867628384,0.30825399867628384,0.15037888842171146,6.300084768355992,1.639835065794621,0.003998350657946209,10.544250699992176,1.1042342065716384,0.01,0.38993402631784835,0.07199340263178483,1.0
0.5070566162681431,0.4535036923653137,0.014053569286469898,2.1354003061365305,0.025109521514926264,4.710117224795814,0.2734790765965558,1.2993658440602693,0.681088725551687,0.5034544608277979,0.37066815256887997,0.10404126140209094,14.837155079343175,1.5724569224046736,0.006900246157687579,16.53438971757377,4.934722772707259,0.06299261526937262,0.44250615394218945,0.019002461576875792,1.0
3.6657784187553575,23.3742695374474,0.019640452951472747,3.028619448586652,0.01984644232879947,4.205264652489676,0.552937388924063,0.9153450261815247,0.36260035544299835,0.5360994668355026,0.5049052394473237,0.09007384552530581,15.928362788797436,1.695874777848126,0.008478330371308348,15.23566760270978,1.057945381624523,0.0076083481434582635,0.3068539074894804,0.05097912964135434,1.0
1.7381241660110844,13.515461468763764,0.013606316557445493,3.7332698069025745,0.00232698069025742,6.4837108833548465,0.2107623171691096,1.4940321240716836,0.93219166186119,0.10095289646138697,0.0016825482743564497,0.08766049445174286,14.867271972040399,1.3460631655744548,0.00631745172564355,15.257623171691096,1.3666648623851456,0.0764443241590097,0.09057173787683218,0.06,1.0
0.028007955558729397,15.919586897022498,0.200927171724385,3.4621481130453313,0.0216370868689754,2.8920501898464774,0.1207496929382374,0.117298040414139,0.18477355961442554,0.5510648727168856,0.5112836618007833,0.10613800524955337,2.987631587804347,1.9719522666476235,0.0016370868689753997,46.672365369625126,0.7538280202784811,0.0349112606069262,0.0665483474759016,0.0116370868689754,1.0
0.23866940602025374,24.676895280713925,0.0278453709272427,0.4133082782029728,0.00578453709272427,2.506248190470445,0.6576805639086405,0.5613814837089708,0.48934077192559117,0.1709379523823887,0.00121546290727573,0.09566917217970274,7.632016436121523,1.2198860827106224,0.00343092581455146,16.701302164247952,2.8861730250793634,0.026463887218271902,0.0729277744365438,0.026463887218271902,1.0
1.4544575565644013,18.525542268683456,0.013614454673154038,1.1663854579507744,0.011461046291509423,1.6916868154149958,0.7142169074733822,1.539277266342298,1.0724096364487694,0.9130120892489975,0.9130120892489975,0.11683132719610757,10.955662724293072,1.8667470869078402,0.004518072710246128,15.977809548453875,2.0474699953176856,0.02240963644876936,0.13554218130738385,0.01879518177561532,1.0
0.17047736155470528,18.198252653634455,0.35506875360223245,0.8319295698650708,0.025694577985039845,1.6179329229304642,0.42453884843062234,0.4114846282810207,0.7185153717189793,0.33907769686124456,0.13215416409004865,0.028759306858022388,0.7379530465767139,1.4422694242153111,0.009257685859489629,44.35097484675566,2.680497485200955,0.058515371718979255,0.12523868077735265,0.018515371718979257,1.0
0.04,10.55070796823299,0.09373548740429401,1.857470974808588,0.0215661281489265,0.1053016155532205,0.06216935925536751,0.259280668127911,0.4448258488515281,0.0,0.002,0.12442226177450871,8.549535596937408,0.6721693592553676,0.00421693592553675,1.6107420591502901,0.8959162102987621,0.06,0.031566128148926495,0.05,1.0
1.1314184276543062,18.512538410747787,0.010504798373276097,1.122751430007352,0.0079345513146655,1.7477888715758518,0.7458656455482695,1.7033416536818888,1.0563704439215456,0.96,0.96,0.11998435682788838,11.053377156891816,1.9714184276543063,0.0049242802440085855,15.977809548453875,2.211297499143118,0.02025239918663805,0.15,0.02025239918663805,1.0
3.9356758552337308,2.7636779778396763,0.07511161971047708,3.617403058351891,0.013549938630291324,7.093677977839677,0.3152761468819591,0.11582844064587733,0.342514678062368,0.26928317906459975,0.10330314787306827,0.06637602414254176,16.525499386302915,1.8440892957683817,0.004527614688195911,15.280658108685929,1.7589189638084326,0.014723853118040892,0.35016452717148205,0.0,1.0
1.7484396415165135,8.21797169396574,0.024973701823312027,3.1336061966355375,0.005005259635337595,6.54991233941104,0.4044477382895525,0.9015077621301105,0.9642899492294248,0.0,0.0,0.06405610277693435,5.351700615425822,1.45495616970552,0.004495616970552004,33.18397437110917,2.3520863220172457,0.08502629817668798,0.03003506423558397,0.005008766058895992,1.0
4.047956356741422,23.99429670530818,0.0017245644280410172,3.7243939969345012,0.00572506078388009,5.24761721578197,0.6001533552086733,1.3117929964235848,0.2032232188474683,0.8081421424922026,0.8081421424922026,0.0413715715015595,15.817342935906728,1.7956944971899595,0.009888528549532151,14.802253594625064,1.3199115058755395,0.0009289287538987376,0.4403715715015595,0.06925685699688101,1.0
2.8414627175774347,8.439137477666682,0.03097376729108004,1.9564029618169243,0.0015842603746480254,0.6117607485586788,0.7036327420751205,0.9643084783849564,0.7269674531689969,0.10973767291080043,0.0027078698126759876,0.1830751277375554,18.480977900572707,1.0938950691643203,0.007902623270891996,34.24782170893906,4.496363124643251,0.05292130187324013,0.2316852074929605,0.010973767291080043,1.0
1.7991738811497378,16.95296045048505,0.04,1.2840088919031991,0.0045153288058755086,1.3366744674585225,0.3102948749297266,0.8827825874331585,0.5805897498594532,0.1742335597062246,0.004878539671774288,0.05091270763986037,1.1870746530783007,1.5042569620817916,0.009393868477649796,34.073135968301806,3.2548818155045955,0.06,0.21516498924653865,0.026061315223502034,1.0
1.428567200418729,19.9406140569634,0.023617755849593886,2.1439235523657905,0.044026716572018586,1.8636177558495939,0.5748458697763975,0.23699630111380787,0.48037484637802186,0.5749149196382226,0.2749494445691353,0.07354623906708077,12.80890505793483,1.3491467324512185,0.005361775584959389,15.977809548453875,4.595768187187004,0.04085326754878166,0.39085326754878164,0.02,1.0
2.166980905644563,8.398012912729577,0.027000137369463575,1.0895121571975266,0.005549951920687749,4.774504601877029,0.35550501398542045,1.2109949173298478,0.46450185448775827,0.4809949173298477,0.4809949173298477,0.11564971839259967,17.175507761374693,1.9035000686847316,0.006,1.8134973212954604,1.5855132561532348,0.05299986263053642,0.2605015797488311,0.04050020605419536,1.0
0.04360921512364954,17.83691216029772,0.08498607863865543,2.97608451492677,0.09599077655079785,2.3522956733637477,0.5828372551980792,0.133004311534214,0.16670286602529272,0.6721766661632654,0.6721766661632654,0.008735764386074485,8.865555503195676,1.692093137995198,0.01,30.345730195841536,0.3770792166338534,0.0021488234405762467,0.09647431304441789,0.028567451039615832,1.0
2.789031565571567,0.20484565431118074,0.02390350477405833,1.0385313914631162,0.0058063131143134186,5.427999303566197,0.5071869559110913,1.8646860853688372,0.5363746082559857,0.8783114771128514,0.8786396075537405,0.006459382617244723,15.86597017551294,1.9947499129457746,0.008606243470933094,25.87387373771373,4.230592433304841,0.01,0.05671869559110912,0.01,1.0
3.5911058702290264,16.94564698473294,0.03,2.4692941984731576,0.002351764503817106,4.205058816793904,0.4771529236641492,0.4361646870229299,0.4290941641220655,0.39229414122133766,0.30262709580146957,0.12679411259542767,7.503047110686943,1.4781059274808463,0.008549411832060965,31.221788374045587,6.231435473282165,0.06747059160304822,0.24319997709927207,0.06351764503817106,1.0
1.9472410378723848,10.978954730316463,0.024091337326048855,2.0699905788269253,0.02642303541917614,5.974204391402946,0.5236534930419542,0.31136063871765807,1.0371332590542908,0.03545197604370687,0.002363465069580458,0.09459180838470259,14.33,1.4300376846922993,0.000818267465209771,17.402491125536034,3.8154613972167817,0.03863936128234198,0.06500471058653741,0.05181732534790229,1.0
3.5725089377200994,16.831999063845053,0.03,2.5932737485326687,0.0020418156286683277,4.194727187622278,0.4502906878179217,0.40723612534237724,0.5003824054062846,0.42845484332202843,0.35934773995369607,0.1190453907167082,7.582600655308463,1.5473278429307402,0.008652728123777223,31.43461993498108,6.506256809247416,0.0726364061888612,0.2080724379157438,0.060418156286683275,1.0
0.2994196541988153,10.427769587698586,0.18886675533363712,1.3963736170676389,0.10801953531853233,4.217833111665907,0.8648866755333637,0.42265626323195116,1.2566998669995444,0.7202266489332726,0.7202266489332726,0.15816500665002278,7.617316289832043,2.02012704793464,0.0025339973399908866,17.57231425759573,0.7682864095324524,0.05721668883340929,0.11368990689968103,0.027443337766681855,1.0
0.05093699282559594,5.543441050220829,0.05187398565119186,0.40500811479046506,0.05812601434880814,0.013645664275198645,0.039165314201589155,0.05906300717440407,0.37759824963195254,0.02541734289920542,0.005187398565119187,0.09161659512513613,2.564054892383939,0.3897953859456298,0.007083468579841084,7.814566427519864,0.541125377299036,0.07541734289920542,0.06270867144960271,0.04187398565119187,1.0
0.5628048582631475,27.890665292794314,0.02312638940670045,0.8197229298708614,0.006,5.9168069190716785,0.2440465218229449,0.21634170084222948,0.8597229298708614,0.0,0.0,0.046411321334456634,8.858137504660304,1.2156764080479165,0.001468958411005067,28.180885975444482,1.7656541775407093,0.07,0.3231041588994933,0.04374722118659911,1.0
0.18628054144985434,18.432511555609604,0.33787117548104084,0.7887032248577514,0.024346659699865363,1.695554424180167,0.438482830691048,0.41194942768970155,0.7180505723102983,0.3669656613820959,0.17133675424184475,0.03150162336923943,0.7091354832385008,1.449241415345524,0.009025286155149201,44.27614214195805,2.5898616005081885,0.0580505723102984,0.13314027072492718,0.018050572310298402,1.0
2.8010129021287735,18.403642247906408,0.01519396458479914,0.3059985423938475,0.004307471388693448,4.908477002791459,0.3950143597349258,1.664899481855519,0.8584195638517551,0.4151939645847991,0.0012119250697864657,0.09796120708304018,9.65982768318089,1.6848060354152008,0.0015193964584799139,5.458125081122475,5.01632174459298,0.058268678471733615,0.15922414166080345,0.07480603541520087,1.0
3.165768189001499,19.081111473685585,0.031253108458054846,0.481128770135861,0.0036240674625835456,4.379361011938753,0.5150621691610969,1.679385879603192,1.3849875661677806,0.478257109467331,0.478257109467331,0.08906638557256856,13.191079034806984,1.1312779761224936,0.0036879662687082275,11.179950264671122,3.503170072641795,0.005626554229027424,0.30068872339012437,0.05938587960319196,1.0
1.8295968401864044,17.887693734104403,0.22073749149249766,1.1275749794028889,0.030824061190292393,2.071428087275943,0.48939374485072223,0.5146374950746038,0.7889656217537162,0.19054687779852053,0.005335312578358575,0.025945312220147947,0.886909346902854,1.3752437502238817,0.00881093755597041,33.8691687170894,3.248240611902924,0.048109375559704105,0.08097500089552657,0.01762187511194082,1.0
1.0979269979502981,19.430126143225866,0.02572785267473057,2.3841296942405985,0.0037183558024191706,6.349114106989223,0.4244620847714974,1.7644620847714974,1.1008384086492202,0.4495726407459871,0.4495726407459871,0.10284968102889819,17.060442223897958,1.311503189711018,0.007708858930107773,22.604494704489106,4.157183558024191,0.05431963168682642,0.10854429465053886,0.044272147325269434,1.0
4.178694942030653,6.060262130093159,0.04,2.374620341907012,0.013890980820436537,6.178357182153437,0.2120751149538488,1.4466198270768045,0.7328451719383507,0.00415022990769758,0.00041502299076975804,0.1408497700923024,7.028676034584639,1.4973709766152923,0.004037557476924395,15.139507641232067,6.000732242092474,0.01792488504615121,0.19754931027690725,0.06377465513845364,1.0
1.0391613051943664,23.060915542248146,0.024311872635661272,1.85924991806272,0.006862374527132255,5.00861197984548,0.5252274148838058,1.6866981651937585,0.5089013493022265,0.0,0.0,0.10962315700003039,9.518269293797907,1.5177023203102566,0.006568812736433873,1.2656822446514173,5.2080920680612,0.07706438209301618,0.2492675662014844,0.05293561790698382,1.0
3.634230266151537,15.762642295745524,0.011322768471949076,2.608360285686523,0.044026716572018586,6.875287832689421,0.11412677833661108,1.5169825321087358,0.745608019729324,0.5808990936171203,0.5302370611414707,0.05228589949705002,7.069207635396181,1.8389941773695786,0.008206338916830553,15.977809548453875,3.0501584729207636,0.08735446305610184,0.14968305415847227,0.027354463056101848,1.0
1.5420133962282057,1.47540239743672,0.017852533235275244,3.058993301885897,0.027594754908984352,0.9707444097284053,0.5060439665914019,1.553839041025312,1.0822734904516202,0.5020879331828039,0.43770261389931636,0.10037078968324631,10.766394943741261,1.7491385978883087,0.005296348710405788,30.234512691705905,2.659255590271595,0.06839418815990353,0.3523502215685016,0.08432116236801929,1.0
2.3704251680297865,4.558306769578161,0.040334092297766834,2.3408656632952707,0.007933181540446633,6.3051860942332345,0.8769704003870935,0.28476836790075555,0.8066135391563217,0.8056795690620362,0.8056795690620362,0.1931981784853596,8.27492775043179,1.350311323364762,0.006,9.346370522590576,0.5496886766352382,0.09866363080893267,0.13334092297766834,0.0510022768933005,1.0
2.248952351204453,14.562936751951176,0.025477848998982817,1.3941264960976492,0.024839610140849892,7.6579019229725365,0.6086709399389691,0.8411200861891956,0.4116550570071203,0.1627974360366185,0.0013566453003051543,0.17459208690193265,0.6203733620630651,1.3906993590091548,0.006834494299287974,15.124465000893482,4.720888819477057,0.08095569799796565,0.2500696579572784,0.01,1.0
1.8726955388694195,9.870145157564194,0.011427856366678847,2.995671382000731,0.044026716572018586,0.40269053343617134,0.7271993470323711,0.6171893361658749,1.3314779106991594,0.5043236125660211,0.4976126876426305,0.13414779106991595,1.9798097935365733,1.0614128400669347,0.00814328617999269,15.977809548453875,7.624308596266276,0.05,0.248562132766825,0.008572143633321153,1.0
1.614754393965047,14.187175104556106,0.026105653199223266,0.7411177204800035,0.00216830404023302,6.4867821349001815,0.12442261279689308,1.162174252472236,0.4641890740427203,0.3907618047502891,0.3907618047502891,0.1263759050460585,14.553746131095934,1.407260427605437,0.00783169595976698,28.44303429963651,7.211916579156503,0.05610565319922327,0.09947173400388366,0.051683040402330196,1.0
2.72,26.676761663105328,0.04806809625562149,0.5179256015976343,0.005951702406390537,2.03904157763312,0.2099445080378669,1.7532383368946751,1.4168171550674578,0.0,0.0,0.1608408577533729,4.73684866580118,1.673040350274555,0.008565321657514833,22.71019798662012,3.4453052057917315,0.04806809625562149,0.01951702406390537,0.05048297593609463,1.0
3.21306798463374,1.8429981969687035,0.04,2.7765236408464555,0.044026716572018586,1.9982165751202954,0.22728095369144227,1.0838743822029344,0.5349599304322747,0.22245024711882627,0.006442233205281166,0.05017627219388761,10.325996393937407,1.4371413783613696,0.004918325096039126,15.977809548453875,4.281155335894377,0.047211166026405835,0.05557766794718834,0.049591625480195634,1.0
1.550674846461151,20.17963190224845,0.03736196319734126,0.8030981592837504,0.001,6.657331289842993,0.5922085888425399,0.5424539873435721,1.0055828223149204,0.5642638039135909,0.5642638039135909,0.1285245399084345,3.142239263363513,1.148374232889068,0.005,15.336503067277103,6.2844478522060525,0.08,0.48131901840132935,0.04,1.0
1.095373132191622,12.880934739188346,0.0476250136336378,3.3977502999400317,0.03891732330962484,4.459625231771843,0.07799978186179524,0.16018738411407873,0.768221797549273,0.43543741138135433,0.06531212507496059,0.024262446828812595,8.96037585891918,1.70068743864863,0.00811874931831811,30.616623813873513,4.7069353936029605,0.01949994546544881,0.3191251772372914,0.005937465915905507,1.0
2.12138424012384,5.268914198807297,0.02949440427004117,2.6252258092320173,0.03071027286390681,1.8350353248327282,0.5094944042700412,1.3392332702052956,1.3889515036736901,0.18602984389311378,0.005350186524331961,0.12309365817271334,18.230095242199642,1.6538955463741019,0.001649813475668039,16.86454852162739,6.4772854970182445,0.024513056703237276,0.3684459079437313,0.06949440427004117,1.0
0.03083257658050632,2.0284801433817736,0.05333030632202529,0.6133484683898736,0.07916742341949368,0.3925249728432914,0.0,0.08,1.1725703780129122,0.05583711709746839,0.004916742341949368,0.04575204323263293,0.4749228112116448,0.5250227025848104,0.007500454051696207,5.119718487948351,0.5441628829025317,0.07333938735594943,0.04249772974151896,0.029167423419493677,1.0
0.03652652545047091,27.918860522710297,0.031736737274764545,0.3547897881757064,0.03898231636635273,0.07928094635888272,0.08449115818317636,0.16221220360376726,1.0336620191812282,0.0,0.007449115818317637,0.098910411002241,5.988007967117895,0.8476660027401755,0.0024491158183176367,1.819037359046768,1.7893359890392981,0.031017683633647274,0.007245579091588183,0.060719053641117286,1.0
2.2786682355423076,28.189051807053428,0.02623024598027972,3.2967268448520977,0.03186941436970185,3.9356431221462937,0.5986682355423076,1.5289617974593006,0.1732731551479021,0.20950340112818183,0.007376975401972028,0.08188487700986015,4.5921214098784615,1.7180136045127272,0.0058194139069020975,15.977809548453875,2.7830020956294406,0.08065463102958041,0.1460722138225175,0.023769754019720278,1.0
0.6228358269145524,12.480680419120906,0.03,3.4980750675880325,0.004651229157227283,7.2326338891406055,0.7162664601268163,1.108538192871214,0.1595368747168185,0.32092625056636304,0.005434152771484855,0.11432704145900023,14.764225202764097,1.8610711131248463,0.004565847228515145,15.402879720586062,2.49030290666092,0.04651229157227283,0.329073749433637,0.038683055429697105,1.0
2.342957518134691,10.869780564026847,0.006016106365656102,2.561391200592457,0.008557345151739566,5.758530969652087,0.6090141606217697,0.386720354552187,0.5710052968170944,0.0,0.0,0.06642654848260433,3.804870824574559,1.565431845299699,0.005901416062176968,26.186398227239064,6.330224840118801,0.042293806069582676,0.06541238786083464,0.05901416062176969,1.0
3.5855800227027865,14.956657888756347,0.005632599318916406,1.9036926220178532,0.0029410669693704867,1.7011228149915383,0.2638306469909184,0.46398728717100085,0.6573293984146547,0.3867586833153768,0.24623650397491242,0.1080395459712178,4.138802724180392,1.6392726447206398,0.0005147332576573784,14.819084987541057,4.2498247446129005,0.060294665153147575,0.03455800227027865,0.040589330306295135,1.0
0.21769616781590712,27.7304857109021,0.008001184660736831,2.6188006974784805,0.004888362373005853,4.5622564457546195,0.7855463415276024,1.5201895457178929,0.46884808390795363,0.5033846686319293,0.4607432747276484,0.14335386745277173,4.803621600779295,1.3843470390060828,0.005110452966257316,32.666591638153335,4.0060438990370715,0.03554634152760242,0.17773170763801216,0.02,1.0
0.3182328005452093,15.73209175946536,0.02764726662123256,1.1905996641677907,0.005382363331061628,0.7988289321520465,0.6394074009541163,1.282335070574,1.2258800671664418,0.6441164002726046,0.6441164002726046,0.1584402102112686,13.415830611313094,1.3488183344691862,0.0028529100068151163,6.427929435900361,1.5185220349462443,0.05235273337876744,0.2708783008859651,0.01,1.0
0.04,5.460474155683751,0.052156367266145726,0.4647868902160422,0.07556872654677085,0.01,0.005568726546770855,0.07886254690645829,0.4050945708630201,0.02227490618708342,0.005658764071937487,0.08226784590657318,2.4443127345322915,0.407962171654792,0.006454981237416684,6.089599049858652,0.25066329740979093,0.07227490618708342,0.04341235928062513,0.04658764071937487,1.0
2.7573333499560464,8.416809520321722,0.03376190468769622,2.5068571312806105,0.044026716572018586,2.3691904578609666,0.2342380921955451,1.754571431242936,0.7967142828201527,0.27338095468141715,0.005366666718612645,0.030938094844789973,13.738714285936911,1.8714761890662281,0.003257142812617733,15.977809548453875,5.6972380968706835,0.04990476249843023,0.03623809531230378,0.07376190468769622,1.0
0.938973489513416,14.002852196763506,0.025673719904186085,0.8171509507506273,0.029323281881595636,5.962665779750986,0.1773468103055456,0.8381585761524144,1.1904106041946336,1.0,1.0,0.08997915503885504,17.208155428638282,1.427138360694096,0.00546936206110912,15.886779061234199,4.8549083652508065,0.05061275877781761,0.4836734051527728,0.0836734051527728,1.0
3.0845156903100346,8.597868516213943,0.034221602692956224,0.9551191649915691,0.006422160269295622,5.441220435425256,0.21629732884507297,0.3321458765408395,1.0712483142422267,0.2840111515267881,0.2840111515267881,0.17851191649915693,1.1629732884507296,1.6608274119098902,0.007948106846197081,41.59837305499719,4.147237162715438,0.031037863076058374,0.2988919865352189,0.05948106846197082,1.0
